contentData.name;contentData.dishType;contentData.imageResource;contentData.applianceType;contentData.technicalDescription;contentData.deprecated;contentData.properties.preparationType;contentData.properties.category;contentData.properties.vegetableFreshOrFrozen;contentData.properties.vegetableBreaded;contentData.properties.vegetablePreparationMethod;contentData.temperatureLevel;contentData.fryingSensorTemperature;contentData.durationRangeInSeconds.minimum;contentData.durationRangeInSeconds.maximum;id;contentData.properties.meatBone;contentData.properties.meatDimension;contentData.properties.meatOutcome;contentData.properties.meatPreparationMethod;contentData.properties.pastaRiceAndLegumesDriedOrFresh;contentData.properties.pastaRiceAndLegumesPreparationMethod;contentData.properties.pastaRiceAndLegumesGrainType;contentData.properties.friedFoodCookingFat;contentData.properties.friedFoodPreparationMethod;contentData.properties.vegetableOutcome;contentData.properties.meltingPreparationMethod;contentData.properties.fishCut;contentData.properties.fishFreshOrFrozen;contentData.properties.fishPreparationMethod;contentData.properties.fishBreaded;contentData.properties.friedFoodFreshOrFrozen;contentData.properties.friedFoodBreaded;contentData.technicalImages.src;contentData.technicalImages.title;contentData.properties.poultryPreparationMethod;contentData.properties.poultryBreaded;contentData.properties.vegetablePrecookedOrRaw;contentData.properties.meltingChocolate;contentData.properties.friedFoodThickness;contentData.properties.meatBreaded;contentData.properties.meatPrecookedOrRaw;contentData.properties.meatType;contentData.properties.meatDoneness;contentData.properties.meatThickness;contentData.properties.meatRind;contentData.properties.friedFoodMainIngredient
GreenBeans;FULL_DISH;https://media3.bsh-group.com/Images/23538736_GreenBeans.png;HOB;-;False;COOK;VEGETABLE;FRESH;-;BOIL;MEDIUM;-;900;1800;1a684a98-daeb-4df6-937f-adb303bf10a7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
GrilledCherryTomatoes;FULL_DISH;https://media3.bsh-group.com/Images/23538834_CherryTomatoes.png;HOB;Pan fry cherry tomatoes;False;COOK;VEGETABLE;FRESH;WITHOUT_BREADING;PAN_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;300;600;c5c0d3b9-5cf2-4fa1-ae35-a55ad6623d0b;-;-;-;-;-;-;-;-;-;CRISPY;-;-;-;-;-;-;-;-;-;-;-;RAW;-;-;-;-;-;-;-;-;-
Gyoza;FULL_DISH;https://media3.bsh-group.com/Images/25305506_gyoza.png;HOB;Fry pasties ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;480;0f32feb5-5661-4897-950c-7b21029db8e8;-;-;-;-;-;-;-;-;SHALLOW_FRY;-;-;-;-;-;-;FRESH;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Gyros;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130791_Gyros.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;360;600;e8206cfd-856a-41d3-99b2-39d4067c0dce;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;FRESH;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
HalloumiCheese;FULL_DISH;https://media3.bsh-group.com/Images/1000x/24744571_Haloumni.png;HOB;Fry halloumi cheese in a pan ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;300;900;44ab67b5-8ec2-4cb0-b4ec-9acac28e7aff;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
HamburgerPatty;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25711293_BurgerPatty.png;HOB;Fry burgers ;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;360;900;0260e64f-cb7a-4029-8d8a-f08597876c9e;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;MEAT
HamburgerPatty;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25711293_BurgerPatty.png;HOB;Fry burgers ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;900;4265c959-3ce1-4147-bd3c-a2f46c3cecf4;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;POULTRY
HamburgerPatty;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130675_VeggiePattyCereal.png;HOB;Fry burgers ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM;160_DEGREES_CELSIUS;360;900;66aa3976-ce6c-43b2-99c2-9cc1686abc75;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;VEGETARIAN
Kaiserschmarrn;FULL_DISH;https://media3.bsh-group.com/Images/24857176_Kaiserschmarrn.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM;160_DEGREES_CELSIUS;360;720;926d9290-50a0-4877-960d-9b333c60a148;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KingPrawns;FULL_DISH;https://media3.bsh-group.com/Images/1000x/17855840_prawns.png;HOB;-;False;COOK;FISH;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;240;480;3805f85b-3253-4ab6-b0e0-64733d9699a2;-;-;-;-;-;-;-;-;-;-;-;WHOLE;FRESH;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LambFillet;FULL_DISH;https://media3.bsh-group.com/Images/25697142_LambFillet.png;HOB;Pan fry lamb filet;False;COOK;MEAT;-;-;-;HIGH;200_DEGREES_CELSIUS;360;720;399bf2d2-fefe-43c8-b241-7cf0c5c15cdb;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;FILET;-;-;-;-
Meatballs;FULL_DISH;https://media3.bsh-group.com/Images/1000x/19106903_Mincedmeat_Onion_Eggs_Persil.png;HOB;-;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;900;131894dc-8dcd-47fc-85c1-14a495ef64d5;WITHOUT_BONE;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WELL_DONE;-;-;-
MeltingCheese;FULL_DISH;https://media3.bsh-group.com/Images/1000x/24857178_MeltCheese.png;HOB;Melting cheese and fondeu ;False;COOK;MELTING;-;-;-;-;80_DEGREES_CELSIUS;180;600;05def14c-87e9-4041-8a69-8721fe5c35e3;-;-;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MincedMeat;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130323_MincedMeat.png;HOB;Fry minced meat;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;360;600;f334d364-139f-424a-b3c5-923a33cc4d19;-;-;-;-;-;-;-;OIL;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;MEAT
MincedMeat;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130323_MincedMeat.png;HOB;Fry minced meat;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;600;2b134b2f-e682-428f-b3ed-38e27a165fa6;-;-;-;-;-;-;-;OIL;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;POULTRY
MisoPaste;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25305508_Miso.png;HOB;Fry pasta miso;False;COOK;VEGETABLE;FRESH;-;PAN_FRY;VERY_LOW;120_DEGREES_CELSIUS;120;240;afa5ea61-c658-44a8-9b7e-27474d907ba1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MixedVegetables;FULL_DISH;https://media3.bsh-group.com/Images/18076358_VegetablesFresh.png;HOB;Fry fresh choped mixed vegetables;False;COOK;FRIED_FOOD;-;-;-;LOW;140_DEGREES_CELSIUS;180;360;283bd2fd-3edf-4140-917e-070ebe973dd4;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;FRESH;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MixedVegetables;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076362_Vegetablesfrozen.png;HOB;Fry frozen mixed vegetables;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;180;360;db045521-5c86-47b7-988d-3ca8e7eb5d11;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;FROZEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Mushroom;FULL_DISH;https://media3.bsh-group.com/Images/22104417_Champignon.png;HOB;-;False;COOK;VEGETABLE;FRESH;-;PAN_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;900;a1a725e6-6e7c-4e7b-a889-6361b2d65371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Nuggets;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076148_ChickenNuggets.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;480;720;1a17f0aa-c987-46a4-ae96-2ae298dc0339;-;-;-;-;-;-;-;-;SHALLOW_FRY;-;-;-;-;-;-;FRESH;WITH_BREADING;-;-;-;-;-;-;-;-;-;-;-;-;-;POULTRY
Nuggets;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076148_ChickenNuggets.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;HIGH;220_DEGREES_CELSIUS;480;720;4a43fa44-6e3b-4c99-bb31-8439941e6aa0;-;-;-;-;-;-;-;-;SHALLOW_FRY;-;-;-;-;-;-;FROZEN;WITH_BREADING;-;-;-;-;-;-;-;-;-;-;-;-;-;POULTRY
Nuts;FULL_DISH;https://media3.bsh-group.com/Images/22541309_mixed_nuts.png;HOB;Roast nuts into a pan ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;180;900;d8e8d6c4-bca6-4691-9482-acdcb4543dd5;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Omelette;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25305510_Omelette.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;LOW;140_DEGREES_CELSIUS;180;360;22c48d43-f44e-417e-a30b-fcf0575a74a6;-;-;-;-;-;-;-;BUTTER;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Onion;FULL_DISH;https://media3.bsh-group.com/Images/18076748_Single_Onions.png;HOB;Fry onions until translucent;False;COOK;VEGETABLE;-;-;PAN_FRY;LOW;140_DEGREES_CELSIUS;300;720;e932bfbf-1bf5-4da6-b1c7-80e8b0ed96ce;-;-;-;-;-;-;-;-;-;SOFT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Onion;FULL_DISH;https://media3.bsh-group.com/Images/18076748_Single_Onions.png;HOB;Fry onions until golden brown;False;COOK;VEGETABLE;-;-;PAN_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;180;300;cbfe615f-3b83-4d8a-9095-fedbecc29ddd;-;-;-;-;-;-;-;-;-;CRISPY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
PanBread;FULL_DISH;https://media3.bsh-group.com/Images/1000x/17855906_Bread.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;HIGH;220_DEGREES_CELSIUS;120;360;1c706a30-cbb4-40de-bb2e-ac5ef87e2b07;onion;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pancake;FULL_DISH;https://media3.bsh-group.com/Images/25305502_crepe.png;HOB;Pan fried pancakes ;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;60;180;b2c7ebb6-9a8b-4c40-8279-7f3b38dd37b0;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THIN;-;-;-;-;-;-;-
Pancake;FULL_DISH;https://media3.bsh-group.com/Images/22541148_Pancakes.png;HOB;Pan fried pancakes ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;120;360;453177a2-678d-4a26-a8f7-afb2d63d557f;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THICK;-;-;-;-;-;-;-
PanFriedPotatoes;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22091647_Fried_Potatoes.png;HOB;In this dish pre-cooked and cooled down potatoes are cut into slices and then fried in a pan;False;COOK;VEGETABLE;FRESH;-;PAN_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;720;a94dc574-4155-40b0-8812-923056751ae2;-;-;-;-;-;-;-;-;-;CRISPY;-;-;-;-;-;-;-;https://bsh-cdr-cms-dishes.s3.eu-central-1.amazonaws.com/a94dc574-4155-40b0-8812-923056751ae2/pan%20fried%20potatoes.jpg;pan fried potatoes.jpg;-;-;PRECOOKED;-;-;-;-;-;-;-;-;-
PanFriedPotatoes;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22091647_Fried_Potatoes.png;HOB;Fry fresh potatoe to soft ;False;COOK;VEGETABLE;FRESH;-;SHALLOW_FRY;MEDIUM;160_DEGREES_CELSIUS;720;1200;cd7c8edc-24c9-4018-b55a-3458e98ed8df;-;-;-;-;-;-;-;-;-;SOFT;-;-;-;-;-;-;-;-;-;-;-;RAW;-;-;-;-;-;-;-;-;-
PanFriedPotatoes;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22091647_Fried_Potatoes.png;HOB;Fry fresh potatoe to soft ;False;COOK;VEGETABLE;FRESH;-;SHALLOW_FRY;HIGH;200_DEGREES_CELSIUS;720;1200;16e98fb6-136f-4960-b73d-efa84b078220;-;-;-;-;-;-;-;-;-;CRISPY;-;-;-;-;-;-;-;-;-;-;-;RAW;-;-;-;-;-;-;-;-;-
ParboiledRice;FULL_DISH;https://media3.bsh-group.com/Images/22121935_White_rice.png;HOB;-;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;720;900;c1797662-4573-417b-a15f-b9d19ab6fe2b;-;-;-;-;DRIED;BOIL;WHITE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pasta;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076764_Single_Pasta.png;HOB;Boil pasta;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;180;720;fbcd9d1e-ddbe-41f7-91ce-c8246537fc02;-;-;-;-;DRIED;BOIL;WHITE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Peas;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076228_Peas.png;HOB;Boil green peas ;False;COOK;VEGETABLE;FRESH;-;BOIL;MEDIUM;-;600;900;dfd93dfc-5e89-4394-9781-1d8f9e9ada4e;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
PopCorn;FULL_DISH;https://media3.bsh-group.com/Images/22541601_PopCorn.png;HOB;Fry pop corn into a frying pan ;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;480;720;3e4e4616-fe5f-4feb-995b-3674f83fc493;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
PorkChop;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076787_Single_PorkLoin.png;HOB;-;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;900;1fbf2ad5-c28c-4f8a-8358-178cdf7fc3ba;WITHOUT_BONE;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WITHOUT_BREADING;RAW;-;WELL_DONE;-;-;-
PorkFillet;FULL_DISH;https://media3.bsh-group.com/Images/24630332_pork_fillet_sliced.png;HOB;Fry pork fillet or medallions;False;COOK;MEAT;-;-;-;HIGH;200_DEGREES_CELSIUS;360;600;c018c710-9167-44b4-b93f-d0636ddf61bc;-;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;FILET;-;-;-;-
PotatoPancake;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23634424_PotatoPancakes.png;HOB;Fry potato pancakes using butter ;False;COOK;FRIED_FOOD;-;-;-;MEDIUM;160_DEGREES_CELSIUS;180;600;fde2cb0f-8823-400d-acae-b9875cd1f32c;-;-;-;-;-;-;-;BUTTER;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
PotatoPancake;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23634424_PotatoPancakes.png;HOB;Fry potato pancakes using butter ;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;120;240;77362928-cc6a-487f-b795-7b9f7f7c830d;-;-;-;-;-;-;-;OIL;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Quinoa;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22121902_Quinoa.png;HOB;-;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;900;900;39985174-5bf8-46c2-8876-63044b74b1bd;-;-;-;-;DRIED;BOIL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
RedLentils;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22121907_Lentils.png;HOB;-;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;900;1500;a483f646-ce1a-4ae9-ab3b-e87fe65d89b9;-;-;-;-;DRIED;BOIL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ReducingSauce;FULL_DISH;-;HOB;-;False;COOK;FRIED_FOOD;-;-;-;VERY_LOW;110_DEGREES_CELSIUS;600;1200;f736376c-526f-498d-926a-81787dbf75ac;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
RicePudding;FULL_DISH;https://media3.bsh-group.com/Images/25927463_rice_pudding.png;HOB;-;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;VERY_LOW;-;1500;1800;f9af404b-73ed-4d39-be0b-d68e4697771a;-;-;-;-;DRIED;BOIL;WHITE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
RingOnions;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594729_onion_rings.png;HOB;-;False;COOK;VEGETABLE;FRESH;WITH_BREADING;SHALLOW_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;480;720;c713319c-9788-4655-86b7-5b62c3dff100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
RingOnions;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594729_onion_rings.png;HOB;-;False;COOK;VEGETABLE;FROZEN;WITH_BREADING;SHALLOW_FRY;HIGH;200_DEGREES_CELSIUS;480;720;005cb9de-20f6-49aa-83b0-c76b8e7d3ae0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Rissoles;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23634429_Rissoles.png;HOB;-;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;900;70843122-8711-40ef-9a0a-f3a3c7f10cd5;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THIN;-;-
Rissoles;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23634429_Rissoles.png;HOB;-;False;COOK;MEAT;-;-;-;MEDIUM;160_DEGREES_CELSIUS;600;900;6082dd9c-4eff-4d1d-943d-b61da3db1197;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THICK;-;-
Salmon;FULL_DISH;https://media3.bsh-group.com/Images/1000x/17855844_Salmon.png;HOB;-;False;COOK;FISH;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;1200;172fce64-5dc0-4ee8-8f11-a17549178d59;-;-;-;-;-;-;-;-;-;-;-;FILET;FRESH;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SalmonFiletFriedInButter;FULL_DISH;https://media3.bsh-group.com/Images/1000x/17855844_Salmon.png;HOB;A dedicated dish to fry salmon a salmon fillet in butter for the trainer convention;False;COOK;FRIED_FOOD;-;-;-;LOW;140_DEGREES_CELSIUS;480;600;63f368a4-1973-42fb-9af5-4d57afd5577c;-;-;-;-;-;-;-;BUTTER;PAN_FRY;-;-;-;-;-;-;FRESH;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sardines;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23634621_Sardines.png;HOB;-;False;COOK;FISH;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;720;5ae5853b-4289-4da9-843e-e564c32a8d87;-;-;-;-;-;-;-;-;-;-;-;WHOLE;FRESH;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sausages;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130795_Sausages.png;HOB;Fry sausages ;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;300;600;07ed7788-7dfc-40a0-83a9-51cfcd18c077;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THIN;-;-
Sausages;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23130795_Sausages.png;HOB;Fry sausages ;False;COOK;MEAT;-;-;-;MEDIUM;160_DEGREES_CELSIUS;300;600;fb31a9a2-a110-49db-9407-d3389f9afbde;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THICK;-;-
ScrambledEgg;FULL_DISH;https://media3.bsh-group.com/Images/23594031_SCrambledEggs.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;LOW;140_DEGREES_CELSIUS;240;480;f013559e-7462-4b33-978a-634f6f821d28;-;-;-;-;-;-;-;BUTTER;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Seitan;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25678139_Seitan.png;HOB;Pan fry Seitan pieces or slices;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;180;360;4cae8651-1a18-49d3-ad85-a9cdd662ef35;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;VEGETARIAN
SemolinaPuree;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076805_Single_Semolina.png;HOB;Simmer semolina puree ;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;300;600;e7a216b9-c7c5-49bb-81d8-86bc64aaef42;-;-;-;-;DRIED;BOIL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Skewers;FULL_DISH;https://media3.bsh-group.com/Images/23634623_skewers.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;1200;547720d3-f8b6-42f9-80c3-c27c58613c9a;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;MEAT
Skewers;FULL_DISH;https://media3.bsh-group.com/Images/23634623_skewers.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM;160_DEGREES_CELSIUS;600;1200;6089d0d7-19e5-4944-8b1c-5a92470df2f6;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;POULTRY
Skewers;FULL_DISH;https://media3.bsh-group.com/Images/23634623_skewers.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM;160_DEGREES_CELSIUS;600;1200;36e2d357-abe3-4f0b-93e7-c873e1f26e88;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;VEGETARIAN
SpanishOmelette;FULL_DISH;https://media3.bsh-group.com/Images/23130835_TortilladePatatas.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;LOW;140_DEGREES_CELSIUS;1200;1500;2fe4e293-154b-4286-82e4-f8a447752458;-;-;-;-;-;-;-;OIL;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Spinach;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076320_Spinach.png;HOB;-;False;COOK;VEGETABLE;FRESH;-;PAN_FRY;MEDIUM;160_DEGREES_CELSIUS;180;240;9868556f-83b0-4448-9e37-841141078a95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SpringRolls;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23636815_SpringRolls.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;480;900;8e5e11e8-58cc-4edb-95be-099195c0636c;-;-;-;-;-;-;-;-;SHALLOW_FRY;-;-;-;-;-;-;FRESH;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SpringRolls;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23636815_SpringRolls.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;HIGH;200_DEGREES_CELSIUS;480;900;03e87fef-09eb-44f2-aa1c-e14e2e4bd5a2;-;-;-;-;-;-;-;-;SHALLOW_FRY;-;-;-;-;-;-;FROZEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Steak;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594185_Steak_Medium.png;HOB;-;False;COOK;MEAT;-;-;-;HIGH;200_DEGREES_CELSIUS;360;600;aa952191-4524-4229-94fb-444abfab2a64;WITHOUT_BONE;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WITHOUT_BREADING;-;LEAN;MEDIUM;-;-;-
Steak;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594211_Steak_well_done.png;HOB;-;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;720;b157f62d-386d-4f45-98f6-466002e84b58;WITHOUT_BONE;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WITHOUT_BREADING;-;LEAN;WELL_DONE;-;-;-
